time,x_c,x_c_dot,gamma,gamma_dot
3.363363363363363501e+00,2.799195809952825797e+00,9.944986597919943661e-01,2.370418387845449771e-03,2.186916103694892116e-02
3.393393393393393520e+00,2.829063373134973691e+00,9.946850646384748362e-01,2.988394549408800692e-03,1.926992427490766338e-02
3.423423423423423539e+00,2.858936752722195607e+00,9.948855469145154728e-01,3.530099463397026564e-03,1.679143702118061215e-02
3.453453453453453559e+00,2.888816325738097657e+00,9.950968305648566492e-01,3.999403295337244577e-03,1.445656497306562621e-02
3.483483483483483578e+00,2.918702387882434746e+00,9.953167976103680648e-01,4.400468854411275499e-03,1.226136238505742826e-02
3.513513513513513598e+00,2.948595167179137277e+00,9.955436138773151589e-01,4.737499283647048608e-03,1.019794755865370203e-02
3.543543543543543617e+00,2.978494835580526079e+00,9.957750513612695364e-01,5.014539229067800467e-03,8.272215287011389778e-03
3.573573573573573636e+00,3.008401507093780847e+00,9.960091681150037290e-01,5.235628065934687381e-03,6.486040014793958801e-03
3.603603603603603656e+00,3.038315235700280947e+00,9.962449951338590015e-01,5.404957488709346593e-03,4.819277777549249228e-03
3.633633633633633675e+00,3.068236041030682149e+00,9.964803907607269196e-01,5.526302325679939044e-03,3.285800509497508598e-03
3.663663663663663694e+00,3.098163892990694279e+00,9.967140452540017570e-01,5.603522053223925804e-03,1.881019710079788639e-03
3.693693693693693714e+00,3.128098722640193063e+00,9.969448033283024868e-01,5.640373980683645143e-03,5.995129547960233478e-04
3.723723723723723733e+00,3.158040425574403010e+00,9.971717293757822453e-01,5.640519654409786865e-03,-5.667761131171424526e-04
3.753753753753753752e+00,3.187988869746031906e+00,9.973937033092326043e-01,5.607412308743026791e-03,-1.618076391107976277e-03
3.783783783783783772e+00,3.217943894944800931e+00,9.976098430550752738e-01,5.544398898047854692e-03,-2.557946337238566244e-03
3.813813813813813791e+00,3.247905315959294104e+00,9.978195338626176802e-01,5.454722521289596081e-03,-3.394158503644457286e-03
3.843843843843843811e+00,3.277872924419221956e+00,9.980225722318400994e-01,5.341555849503034324e-03,-4.142585792323610211e-03
3.873873873873873830e+00,3.307846509233736576e+00,9.982174008387844077e-01,5.207544543807255018e-03,-4.781185058351658003e-03
3.903903903903903849e+00,3.337825828577901000e+00,9.984042433566178154e-01,5.055613248071593249e-03,-5.332079584878219626e-03
3.933933933933933869e+00,3.367810636015682313e+00,9.985827229364436786e-01,4.888352725187294218e-03,-5.799431771588567201e-03
3.963963963963963888e+00,3.397800678795078078e+00,9.987522865121460924e-01,4.708130305460345860e-03,-6.180668147723760580e-03
3.993993993993993907e+00,3.427795687578498285e+00,9.989134797534882093e-01,4.517420228501597274e-03,-6.499942360533127531e-03
4.024024024024024371e+00,3.457795400627933891e+00,9.990657053796775378e-01,4.318229593235625371e-03,-6.749663703290848665e-03
4.054054054054054390e+00,3.487799550161030382e+00,9.992088033404680214e-01,4.112508839262695760e-03,-6.931936913265102952e-03
4.084084084084084409e+00,3.517807865597196937e+00,9.993428994233383156e-01,3.902117135872587139e-03,-7.054732444980895203e-03
4.114114114114114429e+00,3.547820070697572881e+00,9.994688567596233808e-01,3.688943524443352977e-03,-7.143815271828381393e-03
4.144144144144144448e+00,3.577835914376266579e+00,9.995852916885508144e-01,3.474144173473226425e-03,-7.164854243121058890e-03
4.174174174174174468e+00,3.607855127407343598e+00,9.996930990592605148e-01,3.259313018259356494e-03,-7.141843144318420211e-03
4.204204204204204487e+00,3.637877450437628113e+00,9.997927219812489108e-01,3.045785087573065625e-03,-7.085839716855467374e-03
4.234234234234234506e+00,3.667902635669614941e+00,9.998840810730869055e-01,2.834624669944575074e-03,-6.993226356516757045e-03
4.264264264264264526e+00,3.697930442826304898e+00,9.999670709058425810e-01,2.626759667063494064e-03,-6.858794022599101932e-03
4.294294294294294545e+00,3.727960630827504840e+00,1.000042479723934008e+00,2.423225057783487402e-03,-6.699887277456280897e-03
4.324324324324324564e+00,3.757992973635828626e+00,1.000110442392115218e+00,2.224771462498153878e-03,-6.516056540225794759e-03
4.354354354354354584e+00,3.788027254646892494e+00,1.000171061415205065e+00,2.032031834574768350e-03,-6.305384397357123583e-03
4.384384384384384603e+00,3.818063258081926037e+00,1.000225322010847018e+00,1.845763830493377024e-03,-6.088494051583515088e-03
4.414414414414414622e+00,3.848100789643396524e+00,1.000273025832624674e+00,1.666324732753352630e-03,-5.854613152690918768e-03
4.444444444444444642e+00,3.878139660297184488e+00,1.000314460340890443e+00,1.494107842427678775e-03,-5.605291176030321489e-03
4.474474474474474661e+00,3.908179689472022655e+00,1.000350088298968654e+00,1.329469146596143651e-03,-5.346353309429579051e-03
4.504504504504504681e+00,3.938220703013087576e+00,1.000380762491006603e+00,1.172789036989399210e-03,-5.093579898653169229e-03
4.534534534534534700e+00,3.968262551957905782e+00,1.000405818917221579e+00,1.023987772634266753e-03,-4.822919249279968359e-03
4.564564564564564719e+00,3.998305082712000580e+00,1.000426099663933588e+00,8.833096695862743212e-04,-4.549569257366279165e-03
4.594594594594594739e+00,4.028348155048024459e+00,1.000442113359160556e+00,7.508554860106515707e-04,-4.279939160368716536e-03
4.624624624624624758e+00,4.058391641749314438e+00,1.000454054836764639e+00,6.265931554669611865e-04,-4.012210981477637439e-03
4.654654654654654777e+00,4.088435427516905918e+00,1.000461895270184698e+00,5.103864176244552429e-04,-3.738738779234745437e-03
4.684684684684684797e+00,4.118479399370734484e+00,1.000466332304802641e+00,4.022445909575997022e-04,-3.470926293938433535e-03
4.714714714714714816e+00,4.148523457917218771e+00,1.000467617697423428e+00,3.020257381595887742e-04,-3.208613287099126507e-03
4.744744744744744835e+00,4.178567513471620920e+00,1.000465920266843112e+00,2.095347817654161183e-04,-2.949594874628447185e-03
4.774774774774774855e+00,4.208611481167257473e+00,1.000461789383811917e+00,1.246472368553614969e-04,-2.701765513123925797e-03
4.804804804804804874e+00,4.238655288657795062e+00,1.000455337445805393e+00,4.710295308664811379e-05,-2.461770704419102319e-03
4.834834834834834894e+00,4.268698870656163713e+00,1.000446757786916274e+00,-2.335667205175283512e-05,-2.228566827446522292e-03
4.864864864864864913e+00,4.298742168540170994e+00,1.000436326746330984e+00,-8.698450626517159590e-05,-2.003492615014083444e-03
4.894894894894894932e+00,4.328785128678321215e+00,1.000424534863109338e+00,-1.439905159593693950e-04,-1.793713379415785630e-03
4.924924924924924952e+00,4.358827710563959457e+00,1.000411221289592589e+00,-1.947614244144750008e-04,-1.589604223869291915e-03
4.954954954954954971e+00,4.388869875026998990e+00,1.000396731466957290e+00,-2.395598271857080877e-04,-1.395023719031651503e-03
4.984984984984984990e+00,4.418911589552644514e+00,1.000381337230504153e+00,-2.786707967385993173e-04,-1.212160947316551695e-03
5.015015015015015010e+00,4.448952827646379227e+00,1.000365261832118602e+00,-3.123930125986767157e-04,-1.042194387946893553e-03
5.045045045045045029e+00,4.478993571318015121e+00,1.000348388665651012e+00,-3.411115363353772138e-04,-8.776800299798363618e-04
5.075075075075075048e+00,4.509033802600320939e+00,1.000331084273952120e+00,-3.650839760620830333e-04,-7.240677553026616739e-04
5.105105105105105068e+00,4.539073509960204866e+00,1.000313509606403084e+00,-3.846159934470659201e-04,-5.816952231057747605e-04
